route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
95-VIC,4868,11374228:11404890:11460162,Blink - to Downtown,18717,11460162,0
95-VIC,4876,11374228:11404890:12154298,Blink - to Downtown,18717,12154298,0
24-VIC,4867,11385139:11404896:11460063,Cedar Hill via Cook North,44800,11460063,0
24-VIC,4858,11385139:11404896:11461998,Cedar Hill via Cook North,44800,11461998,0
24-VIC,4744,11385139:11404896:11463550,Cedar Hill via Cook North,44800,11463550,0
24-VIC,4875,11385139:11404896:12154336,Cedar Hill via Cook North,44800,12154336,0
24-VIC,4870,11385139:11404896:12154850,Cedar Hill via Cook North,44800,12154850,0
14-VIC,4745,11518890:11404905:11463291,Vic General via Craigflower,40195,11463291,1
21-VIC,4858,11305192:11404910:11459824,Interurban to Camosun only,23380,11459824,0
21-VIC,4867,11305192:11404910:11460108,Interurban to Camosun only,23380,11460108,0
21-VIC,4744,11305192:11404910:11460727,Interurban to Camosun only,23380,11460727,0
21-VIC,4875,11305192:11404910:12153593,Interurban to Camosun only,23380,12153593,0
21-VIC,4870,11305192:11404910:12154759,Interurban to Camosun only,23380,12154759,0
27-VIC,4743,11528231:11404912:11464207,Downtown via Shelbourne,45299,11464207,1
8-VIC,4868,11340731:11404919:11460515,Tillicum Ctr via Finlayson,45375,11460515,1
8-VIC,4876,11340731:11404919:12155428,Tillicum Ctr via Finlayson,45375,12155428,1
15-VIC,4487,11550223:11404920:11462833,Esquimalt - Fort/Yates Express,23403,11462833,1
95-VIC,4867,11280300:11404925:11462144,Blink - to Downtown,18717,11462144,0
95-VIC,4858,11280300:11404925:11463463,Blink - to Downtown,18717,11463463,0
95-VIC,4744,11280300:11404925:11464994,Blink - to Downtown,18717,11464994,0
95-VIC,4875,11280300:11404925:12153356,Blink - to Downtown,18717,12153356,0
95-VIC,4870,11280300:11404925:12153938,Blink - to Downtown,18717,12153938,0
8-VIC,4743,11528287:11404928:11461354,Oak Bay via Finlayson,45259,11461354,0
95-VIC,4869,11374391:11404930:11463574,Blink - to Langford,18836,11463574,1
95-VIC,4877,11374391:11404930:12154605,Blink - to Langford,18836,12154605,1
6-VIC,4868,11343086:11404932:11462272,Downtown via Royal Oak Ctr,18962,11462272,1
6-VIC,4876,11343086:11404932:12154924,Downtown via Royal Oak Ctr,18962,12154924,1
95-VIC,4869,11374378:11404934:11460485,Blink - to Langford,18836,11460485,1
95-VIC,4877,11374378:11404934:12154603,Blink - to Langford,18836,12154603,1
7-VIC,4743,11529540:11404938:11461915,Downtown - to 21 Interurban,43910,11461915,0
28-VIC,4869,11340622:11404939:11461862,Downtown via Shelbourne,45035,11461862,1
28-VIC,4877,11340622:11404939:12154636,Downtown via Shelbourne,45035,12154636,1
4-VIC,4867,11378204:11404951:11459946,UVic via Hillside,18645,11459946,0
4-VIC,4744,11378204:11404951:11460885,UVic via Hillside,18645,11460885,0
4-VIC,4858,11378204:11404951:11462678,UVic via Hillside,18645,11462678,0
4-VIC,4870,11378204:11404951:12154892,UVic via Hillside,18645,12154892,0
4-VIC,4875,11378204:11404951:12155317,UVic via Hillside,18645,12155317,0
95-VIC,4869,11374418:11404956:11463574,Blink - to Langford,18836,11463574,1
95-VIC,4877,11374418:11404956:12154605,Blink - to Langford,18836,12154605,1
4-VIC,4744,11281405:11404957:11461684,UVic via Hillside,18645,11461684,0
4-VIC,4867,11281405:11404957:11463990,UVic via Hillside,18645,11463990,0
4-VIC,4858,11281405:11404957:11464790,UVic via Hillside,18645,11464790,0
4-VIC,4870,11281405:11404957:12153771,UVic via Hillside,18645,12153771,0
4-VIC,4875,11281405:11404957:12154453,UVic via Hillside,18645,12154453,0
5-VIC,4868,11277190:11404958:11461277,Willows,23383,11461277,0
5-VIC,4876,11277190:11404958:12153560,Willows,23383,12153560,0
4-VIC,4743,11527733:11404960:11461991,UVic via Hillside,18645,11461991,0
6A-VIC,4487,11550015:11404961:11460487,Downtown via Emily Carr,21741,11460487,1
15-VIC,4858,11281496:11404969:11460739,Esquimalt - Fort/Yates Express,23403,11460739,1
15-VIC,4744,11281496:11404969:11463223,Esquimalt - Fort/Yates Express,23403,11463223,1
15-VIC,4867,11281496:11404969:11463459,Esquimalt - Fort/Yates Express,23403,11463459,1
15-VIC,4875,11281496:11404969:12154392,Esquimalt - Fort/Yates Express,23403,12154392,1
15-VIC,4870,11281496:11404969:12154882,Esquimalt - Fort/Yates Express,23403,12154882,1
95-VIC,4745,11555448:11404971:11464253,Blink - to Downtown,18717,11464253,0
31-VIC,4745,11518366:11404975:11461937,Royal Oak Exch via Glanford,18743,11461937,0
52-VIC,4869,11274477:11404982:11460549,Bear Mountain via Millstream,40065,11460549,1
6A-VIC,4744,11303415:11404987:11460640,Royal Oak Exch via Emily Carr,21583,11460640,0
6A-VIC,4858,11303415:11404987:11464583,Royal Oak Exch via Emily Carr,21583,11464583,0
6A-VIC,4867,11303415:11404987:11464892,Royal Oak Exch via Emily Carr,21583,11464892,0
6A-VIC,4870,11303415:11404987:12153923,Royal Oak Exch via Emily Carr,21583,12153923,0
6A-VIC,4875,11303415:11404987:12154871,Royal Oak Exch via Emily Carr,21583,12154871,0
28-VIC,4868,11340404:11404991:11463991,Downtown via Shelbourne,44965,11463991,1
28-VIC,4876,11340404:11404991:12155181,Downtown via Shelbourne,44965,12155181,1
11-VIC,4858,11303660:11404993:11459577,Tillicum Ctr via Gorge,44802,11459577,1
11-VIC,4744,11303660:11404993:11460820,Tillicum Ctr via Gorge,44802,11460820,1
11-VIC,4867,11303660:11404993:11462545,Tillicum Ctr via Gorge,44802,11462545,1
11-VIC,4870,11303660:11404993:12153894,Tillicum Ctr via Gorge,44802,12153894,1
11-VIC,4875,11303660:11404993:12153916,Tillicum Ctr via Gorge,44802,12153916,1
72-VIC,4744,11283957:11404995:11460890,Downtown via Saanichton,44805,11460890,1
72-VIC,4867,11283957:11404995:11461182,Downtown via Saanichton,44805,11461182,1
72-VIC,4858,11283957:11404995:11463619,Downtown via Saanichton,44805,11463619,1
72-VIC,4875,11283957:11404995:12155126,Downtown via Saanichton,44805,12155126,1
72-VIC,4870,11283957:11404995:12155166,Downtown via Saanichton,44805,12155166,1
6-VIC,4743,11528302:11405001:11460966,Downtown via Royal Oak Ctr,18962,11460966,1
21-VIC,4858,11305133:11405005:11461634,Downtown - to 7 UVic,23429,11461634,1
21-VIC,4744,11305133:11405005:11462254,Downtown - to 7 UVic,23429,11462254,1
21-VIC,4867,11305133:11405005:11464711,Downtown - to 7 UVic,23429,11464711,1
21-VIC,4870,11305133:11405005:12153609,Downtown - to 7 UVic,23429,12153609,1
21-VIC,4875,11305133:11405005:12153905,Downtown - to 7 UVic,23429,12153905,1
28-VIC,4868,11340442:11405011:11464041,Downtown via Shelbourne,45035,11464041,1
28-VIC,4876,11340442:11405011:12154829,Downtown via Shelbourne,45035,12154829,1
27-VIC,4743,11528152:11405017:11464207,Gordon Head via Shelbourne,26178,11464207,0
2-VIC,4487,11549350:11405022:12154233,James Bay - Fisherman's Wharf,36544,12154233,1
2-VIC,4743,11527605:11405025:11460516,James Bay - Fisherman's Wharf,19106,11460516,1
88-VIC,4743,11529304:11405026:11461391,Sidney - via Industrial,44822,11461391,0
70-VIC,4744,11283950:11405027:11461713,Swartz Bay Ferry via Hwy 17,45315,11461713,0
70-VIC,4867,11283950:11405027:11462042,Swartz Bay Ferry via Hwy 17,45315,11462042,0
70-VIC,4858,11283950:11405027:11464252,Swartz Bay Ferry via Hwy 17,45315,11464252,0
70-VIC,4875,11283950:11405027:12155110,Swartz Bay Ferry via Hwy 17,45315,12155110,0
70-VIC,4870,11283950:11405027:12155445,Swartz Bay Ferry via Hwy 17,45315,12155445,0
5-VIC,4487,11549261:11405039:11464189,James Bay - Fisherman's Wharf,36285,11464189,1
40-VIC,4867,11367009:11405043:11459558,Dockyard via McKenzie/Admirals,45250,11459558,1
40-VIC,4744,11367009:11405043:11461548,Dockyard via McKenzie/Admirals,45250,11461548,1
40-VIC,4858,11367009:11405043:11464261,Dockyard via McKenzie/Admirals,45250,11464261,1
40-VIC,4875,11367009:11405043:12154328,Dockyard via McKenzie/Admirals,45250,12154328,1
40-VIC,4870,11367009:11405043:12155437,Dockyard via McKenzie/Admirals,45250,12155437,1
81-VIC,4869,11304306:11405044:11461625,Swartz Bay Ferry via Lochside,44906,11461625,0
81-VIC,4877,11304306:11405044:12153879,Swartz Bay Ferry via Lochside,44906,12153879,0
28-VIC,4868,11340448:11405045:11464041,Downtown via Shelbourne,45035,11464041,1
28-VIC,4876,11340448:11405045:12154829,Downtown via Shelbourne,45035,12154829,1
31-VIC,4867,11302735:11405046:11460476,Downtown via Glanford,18859,11460476,1
31-VIC,4744,11302735:11405046:11461105,Downtown via Glanford,18859,11461105,1
31-VIC,4858,11302735:11405046:11461834,Downtown via Glanford,18859,11461834,1
31-VIC,4875,11302735:11405046:12154204,Downtown via Glanford,18859,12154204,1
31-VIC,4870,11302735:11405046:12154600,Downtown via Glanford,18859,12154600,1
21-VIC,4868,11358203:11405047:12155423,Interurban to Camosun only,23380,12155423,0
54-VIC,4869,11274782:11405050:11463758,Langford Exch via Royal Bay,40306,11463758,0
30-VIC,4487,11549623:11405055:11462840,Royal Oak Exch via Carey,18634,11462840,0
39-VIC,4867,11369572:11405057:11460221,UVic via Royal Oak,45416,11460221,0
39-VIC,4744,11369572:11405057:11462416,UVic via Royal Oak,45416,11462416,0
39-VIC,4858,11369572:11405057:11463394,UVic via Royal Oak,45416,11463394,0
39-VIC,4870,11369572:11405057:12153915,UVic via Royal Oak,45416,12153915,0
39-VIC,4875,11369572:11405057:12154386,UVic via Royal Oak,45416,12154386,0
30-VIC,4857,11302742:11405059:11460776,Downtown via Carey,18838,11460776,1
30-VIC,4875,11302742:11405059:12153979,Downtown via Carey,18838,12153979,1
30-VIC,4863,11302742:11405059:12154139,Downtown via Carey,18838,12154139,1
30-VIC,4870,11302742:11405059:12154431,Downtown via Carey,18838,12154431,1
30-VIC,4867,11302742:11405059:12154558,Downtown via Carey,18838,12154558,1
30-VIC,4744,11302742:11405059:12154960,Downtown via Carey,18838,12154960,1
8-VIC,4868,11340744:11405063:11463698,Oak Bay via Finlayson,45259,11463698,0
8-VIC,4876,11340744:11405063:12153694,Oak Bay via Finlayson,45259,12153694,0
14-VIC,4743,11528549:11405077:11460864,UVic via Richmond,26515,11460864,0
22-VIC,4869,11358488:11405080:11463692,Vic General via Hastings,36320,11463692,0
26-VIC,4858,11281718:11405090:11461044,Dockyard via McKenzie/Tillicum,40061,11461044,1
26-VIC,4867,11281718:11405090:11461195,Dockyard via McKenzie/Tillicum,40061,11461195,1
26-VIC,4744,11281718:11405090:11463771,Dockyard via McKenzie/Tillicum,40061,11463771,1
26-VIC,4870,11281718:11405090:12153384,Dockyard via McKenzie/Tillicum,40061,12153384,1
26-VIC,4875,11281718:11405090:12154323,Dockyard via McKenzie/Tillicum,40061,12154323,1
12-VIC,4745,11519599:11405095:11462852,University Hgts via Kenmore,18817,11462852,1
26-VIC,4745,11519037:11405101:11461785,Dockyard via McKenzie/Tillicum,40061,11461785,1
39-VIC,4487,11551159:11405104:12153697,UVic via Royal Oak,45058,12153697,0
6-VIC,4868,11342941:11405108:11464746,Downtown via Royal Oak Ctr,18962,11464746,1
6-VIC,4876,11342941:11405108:12155012,Downtown via Royal Oak Ctr,18962,12155012,1
40-VIC,4869,11358534:11405113:11461614,UVic via Admirals/McKenzie,44967,11461614,0
21-VIC,4869,11358502:11405125:12155267,Interurban to Camosun only,23380,12155267,0
7-VIC,4487,11551110:11405133:12153935,Downtown - to 21 Interurban,43910,12153935,0
59-VIC,4867,11243563:11405139:11462734,Royal Bay Exch via Triangle Mtn,18872,11462734,1
59-VIC,4744,11243563:11405139:11462774,Royal Bay Exch via Triangle Mtn,18872,11462774,1
59-VIC,4858,11243563:11405139:11465097,Royal Bay Exch via Triangle Mtn,18872,11465097,1
5-VIC,4743,11527646:11405143:12154210,James Bay - Fisherman's Wharf,36285,12154210,1
22-VIC,4487,11550585:11405148:11459905,Vic General via Hastings,36320,11459905,0
26A-VIC,4867,11281738:11405149:11462273,to Uptown only - Blanshard St,40309,11462273,1
26A-VIC,4875,11281738:11405149:12153272,to Uptown only - Blanshard St,40309,12153272,1
40-VIC,4745,11519539:11405154:11463369,Dockyard via McKenzie/Admirals,45250,11463369,1
30-VIC,4868,11303833:11405158:11461925,Royal Oak Exch via Carey,18634,11461925,0
30-VIC,4876,11303833:11405158:12154399,Royal Oak Exch via Carey,18634,12154399,0
15-VIC,4743,11528763:11405159:11461268,Esquimalt - Fort/Yates Express,23403,11461268,1
26-VIC,4858,11281608:11405162:11460606,UVic via Tillicum/McKenzie,40317,11460606,0
26-VIC,4744,11281608:11405162:11461053,UVic via Tillicum/McKenzie,40317,11461053,0
26-VIC,4867,11281608:11405162:11461654,UVic via Tillicum/McKenzie,40317,11461654,0
26-VIC,4870,11281608:11405162:12153873,UVic via Tillicum/McKenzie,40317,12153873,0
26-VIC,4875,11281608:11405162:12154584,UVic via Tillicum/McKenzie,40317,12154584,0
75-VIC,4743,11528065:11405163:11464959,Royal Oak Exch - to 30 Downtown,44850,11464959,1
15-VIC,4869,11379096:11405169:11461172,UVic - Fort/Foul Bay Express,19054,11461172,0
15-VIC,4877,11379096:11405169:12155065,UVic - Fort/Foul Bay Express,19054,12155065,0
2-VIC,4876,11277172:11405172:12153807,South Oak Bay,23427,12153807,0
2-VIC,4868,11277172:11405172:12153903,South Oak Bay,23427,12153903,0
3-VIC,4744,11223139:11405184:11461076,James Bay via Quimper Loop,21590,11461076,0
3-VIC,4858,11223139:11405184:11462958,James Bay via Quimper Loop,21590,11462958,0
3-VIC,4867,11223139:11405184:11464464,James Bay via Quimper Loop,21590,11464464,0
6-VIC,4745,11518136:11405187:11459895,Royal Oak Exch via Royal Oak Ctr,18715,11459895,0
15-VIC,4869,11379108:11405190:11462390,UVic - Fort/Foul Bay Express,19054,11462390,0
15-VIC,4877,11379108:11405190:12153276,UVic - Fort/Foul Bay Express,19054,12153276,0
6-VIC,4745,11518039:11405197:11459989,Royal Oak Exch via Royal Oak Ctr,18715,11459989,0
31-VIC,4858,11302757:11405198:11463006,Downtown via Glanford,18859,11463006,1
31-VIC,4744,11302757:11405198:11463718,Downtown via Glanford,18859,11463718,1
31-VIC,4867,11302757:11405198:11464303,Downtown via Glanford,18859,11464303,1
31-VIC,4875,11302757:11405198:12154773,Downtown via Glanford,18859,12154773,1
31-VIC,4870,11302757:11405198:12154812,Downtown via Glanford,18859,12154812,1
81-VIC,4858,11302760:11405200:11462153,Saanichton Exch - to 75 Brentwood,44933,11462153,1
81-VIC,4744,11302760:11405200:11465051,Saanichton Exch - to 75 Brentwood,44933,11465051,1
81-VIC,4867,11302760:11405200:11465057,Saanichton Exch - to 75 Brentwood,44933,11465057,1
81-VIC,4875,11302760:11405200:12154552,Saanichton Exch - to 75 Brentwood,44933,12154552,1
81-VIC,4870,11302760:11405200:12155306,Saanichton Exch - to 75 Brentwood,44933,12155306,1
27-VIC,4869,11340619:11405204:11464824,Downtown via Shelbourne,45299,11464824,1
27-VIC,4877,11340619:11405204:12155273,Downtown via Shelbourne,45299,12155273,1
6A-VIC,4743,11528409:11405207:11463589,Royal Oak Exch via Emily Carr,21583,11463589,0
5-VIC,4867,11353257:11405215:11461174,Willows,23383,11461174,0
5-VIC,4744,11353257:11405215:11462448,Willows,23383,11462448,0
5-VIC,4858,11353257:11405215:11462989,Willows,23383,11462989,0
5-VIC,4875,11353257:11405215:12154813,Willows,23383,12154813,0
5-VIC,4870,11353257:11405215:12154891,Willows,23383,12154891,0
81-VIC,4869,11304329:11405223:11460466,Saanichton Exch - to 75 Brentwood,44933,11460466,1
81-VIC,4877,11304329:11405223:12155113,Saanichton Exch - to 75 Brentwood,44933,12155113,1
32-VIC,4743,11529464:11405228:12155142,Cordova Bay,45371,12155142,0
30-VIC,4868,11303951:11405230:11463044,Downtown via Carey,18838,11463044,1
30-VIC,4876,11303951:11405230:12154549,Downtown via Carey,18838,12154549,1
95-VIC,4868,11374169:11405237:11463392,Blink - to Langford,18836,11463392,1
95-VIC,4876,11374169:11405237:12154220,Blink - to Langford,18836,12154220,1
26-VIC,4743,11528854:11405239:11460807,Dockyard via McKenzie/Tillicum,40061,11460807,1
27-VIC,4744,11375359:11405243:11459719,Downtown via Shelbourne,45299,11459719,1
27-VIC,4867,11375359:11405243:11461621,Downtown via Shelbourne,45299,11461621,1
27-VIC,4858,11375359:11405243:11464111,Downtown via Shelbourne,45299,11464111,1
27-VIC,4875,11375359:11405243:12153888,Downtown via Shelbourne,45299,12153888,1
27-VIC,4870,11375359:11405243:12154197,Downtown via Shelbourne,45299,12154197,1
2-VIC,4487,11549328:11405249:12153832,James Bay - Fisherman's Wharf,36544,12153832,1
30-VIC,4487,11549574:11405250:11462091,Royal Oak Exch via Carey,18634,11462091,0
14-VIC,4858,11375458:11405251:11459812,Vic General via Craigflower,40195,11459812,1
14-VIC,4867,11375458:11405251:11460855,Vic General via Craigflower,40195,11460855,1
14-VIC,4744,11375458:11405251:11463856,Vic General via Craigflower,40195,11463856,1
14-VIC,4875,11375458:11405251:12153808,Vic General via Craigflower,40195,12153808,1
14-VIC,4870,11375458:11405251:12153974,Vic General via Craigflower,40195,12153974,1
10-VIC,4858,11223189:11405252:11460644,James Bay via Vic West,18701,11460644,1
10-VIC,4867,11223189:11405252:11462583,James Bay via Vic West,18701,11462583,1
10-VIC,4744,11223189:11405252:12153731,James Bay via Vic West,18701,12153731,1
12-VIC,4744,11369551:11405257:11461990,UVic via Kenmore,18536,11461990,0
12-VIC,4867,11369551:11405257:11463660,UVic via Kenmore,18536,11463660,0
12-VIC,4858,11369551:11405257:11464102,UVic via Kenmore,18536,11464102,0
12-VIC,4870,11369551:11405257:12154758,UVic via Kenmore,18536,12154758,0
12-VIC,4875,11369551:11405257:12155112,UVic via Kenmore,18536,12155112,0
11-VIC,4868,11278169:11405262:11460518,Tillicum Ctr via Gorge,44802,11460518,1
11-VIC,4876,11278169:11405262:12153566,Tillicum Ctr via Gorge,44802,12153566,1
75-VIC,4743,11527983:11405263:11464360,Downtown - Keating Industrial,45262,11464360,1
21-VIC,4745,11519379:11405268:12155256,Interurban to Camosun only,23380,12155256,0
70-VIC,4869,11302520:11405273:11465154,Downtown via Hwy 17,44963,11465154,1
70-VIC,4877,11302520:11405273:12155072,Downtown via Hwy 17,44963,12155072,1
14-VIC,4743,11528606:11405276:12155153,Vic General via Craigflower,40195,12155153,1
57-VIC,4869,11274796:11405284:11460214,Langford Exch via McCallum,40271,11460214,1
15-VIC,4858,11281570:11405285:11460537,UVic - Fort/Foul Bay Express,19054,11460537,0
15-VIC,4744,11281570:11405285:11462261,UVic - Fort/Foul Bay Express,19054,11462261,0
15-VIC,4867,11281570:11405285:11464039,UVic - Fort/Foul Bay Express,19054,11464039,0
15-VIC,4870,11281570:11405285:12153547,UVic - Fort/Foul Bay Express,19054,12153547,0
15-VIC,4875,11281570:11405285:12153912,UVic - Fort/Foul Bay Express,19054,12153912,0
3-VIC,4868,11273812:11405286:11461224,Royal Jubilee via Quimper Loop,19489,11461224,1
95-VIC,4868,11372743:11405287:11459654,Blink - to Langford,18836,11459654,1
95-VIC,4876,11372743:11405287:12153828,Blink - to Langford,18836,12153828,1
7-VIC,4745,11519613:11405289:11462852,UVic via Fairfield,43896,11462852,1
8-VIC,4869,11340710:11405298:11463067,Oak Bay via Finlayson,45259,11463067,0
8-VIC,4877,11340710:11405298:12154811,Oak Bay via Finlayson,45259,12154811,0
95-VIC,4743,11527510:11405300:11464188,Blink - to Downtown,18717,11464188,0
70-VIC,4868,11302350:11405301:11460141,Swartz Bay Ferry via Hwy 17,45315,11460141,0
70-VIC,4876,11302350:11405301:12154602,Swartz Bay Ferry via Hwy 17,45315,12154602,0
6-VIC,4745,11518046:11405310:11464692,Downtown via Royal Oak Ctr,18962,11464692,1
24-VIC,4869,11349424:11405315:11460565,Tillicum Ctr via Colville,21694,11460565,1
24-VIC,4877,11349424:11405315:12154178,Tillicum Ctr via Colville,21694,12154178,1
6-VIC,4744,11303295:11405318:11460167,Royal Oak Exch via Royal Oak Ctr,18715,11460167,0
6-VIC,4867,11303295:11405318:11461996,Royal Oak Exch via Royal Oak Ctr,18715,11461996,0
6-VIC,4858,11303295:11405318:11462427,Royal Oak Exch via Royal Oak Ctr,18715,11462427,0
6-VIC,4875,11303295:11405318:12153904,Royal Oak Exch via Royal Oak Ctr,18715,12153904,0
6-VIC,4870,11303295:11405318:12154923,Royal Oak Exch via Royal Oak Ctr,18715,12154923,0
52-VIC,4858,11496704:11405320:11460122,Langford Exch via Royal Bay,40066,11460122,1
26-VIC,4745,11519016:11405324:11460693,Dockyard via McKenzie/Tillicum,40061,11460693,1
15-VIC,4743,11528742:11405333:11459565,UVic - Fort/Foul Bay Express,19054,11459565,0
95-VIC,4487,11549049:11405336:11463283,Blink - to Langford,18836,11463283,1
21-VIC,4745,11519494:11405340:11460952,Downtown - to 7 UVic,23385,11460952,1
75-VIC,4743,11528020:11405350:11464478,Downtown - Keating Industrial,44918,11464478,1
30-VIC,4869,11304371:11405355:11464208,Downtown via Carey,18838,11464208,1
30-VIC,4877,11304371:11405355:12154682,Downtown via Carey,18838,12154682,1
30-VIC,4745,11518453:11405359:11464249,Downtown via Carey,18838,11464249,1
11-VIC,4487,11549491:11405360:11460405,UVic via Uplands,45062,11460405,0
4-VIC,4743,11527728:11405365:11459932,UVic via Hillside,18645,11459932,0
6-VIC,4745,11518115:11405367:11459895,Downtown via Royal Oak Ctr,18962,11459895,1
3-VIC,4869,11274290:11405370:11461193,James Bay,21723,11461193,0
70-VIC,4745,11555295:11405372:11460553,Downtown via Hwy 17,44963,11460553,1
53-VIC,4743,11529156:11405385:11461951,Langford Exch via Atkins,40100,11461951,1
51X-VIC,4858,11366987:11405387:11461818,Westhills Exch - McKenzie Express,45087,11461818,1
51X-VIC,4867,11366987:11405387:11462273,Westhills Exch - McKenzie Express,45087,11462273,1
51X-VIC,4744,11366987:11405387:11464688,Westhills Exch - McKenzie Express,45087,11464688,1
51X-VIC,4875,11366987:11405387:12153272,Westhills Exch - McKenzie Express,45087,12153272,1
51X-VIC,4870,11366987:11405387:12155117,Westhills Exch - McKenzie Express,45087,12155117,1
5-VIC,4743,11527579:11405389:12155004,Willows,23383,12155004,0
27-VIC,4745,11518568:11405398:11461168,Downtown via Shelbourne,45299,11461168,1
15-VIC,4868,11378997:11405400:11463782,UVic - Fort/Foul Bay Express,19054,11463782,0
15-VIC,4876,11378997:11405400:12154429,UVic - Fort/Foul Bay Express,19054,12154429,0
6-VIC,4743,11528310:11405402:11459740,Downtown via Royal Oak Ctr,18962,11459740,1
5-VIC,4745,11517970:11405408:12153477,James Bay - Fisherman's Wharf,36285,12153477,1
4-VIC,4743,11527713:11405411:11459920,Downtown via Hillside,26927,11459920,1
24-VIC,4869,11349403:11405417:11461821,Tillicum Ctr via Colville,21694,11461821,1
24-VIC,4877,11349403:11405417:12154577,Tillicum Ctr via Colville,21694,12154577,1
14-VIC,4858,11375341:11405421:11460739,UVic via Richmond,26515,11460739,0
14-VIC,4744,11375341:11405421:11463223,UVic via Richmond,26515,11463223,0
14-VIC,4867,11375341:11405421:11463459,UVic via Richmond,26515,11463459,0
14-VIC,4875,11375341:11405421:12154392,UVic via Richmond,26515,12154392,0
14-VIC,4870,11375341:11405421:12154882,UVic via Richmond,26515,12154882,0
22-VIC,4743,11528935:11405423:11461589,Vic General via Hastings,36320,11461589,0
52-VIC,4868,11273553:11405429:11460208,Colwood Exch via Royal Bay,45222,11460208,0
6-VIC,4867,11303343:11405433:11462634,Royal Oak Exch via Royal Oak Ctr,18715,11462634,0
6-VIC,4875,11303343:11405433:12154024,Royal Oak Exch via Royal Oak Ctr,18715,12154024,0
26-VIC,4868,11381232:11405436:11459593,UVic via Tillicum/McKenzie,31720,11459593,0
26-VIC,4876,11381232:11405436:12155392,UVic via Tillicum/McKenzie,31720,12155392,0
15-VIC,4743,11528707:11405437:11460932,UVic - Fort/Foul Bay Express,19054,11460932,0
5-VIC,4487,11549258:11405439:12154233,James Bay - Fisherman's Wharf,36285,12154233,1
11-VIC,4868,11278171:11405442:11463782,UVic via Uplands,45062,11463782,0
11-VIC,4876,11278171:11405442:12154429,UVic via Uplands,45062,12154429,0
28-VIC,4858,11375415:11405451:11460543,Downtown via Shelbourne,45035,11460543,1
28-VIC,4867,11375415:11405451:11461320,Downtown via Shelbourne,45035,11461320,1
28-VIC,4744,11375415:11405451:11462861,Downtown via Shelbourne,45035,11462861,1
28-VIC,4875,11375415:11405451:12153810,Downtown via Shelbourne,45035,12153810,1
28-VIC,4870,11375415:11405451:12154395,Downtown via Shelbourne,45035,12154395,1
24-VIC,4858,11385084:11405465:11463398,Cedar Hill via Cook North,44800,11463398,0
24-VIC,4744,11385084:11405465:11464124,Cedar Hill via Cook North,44800,11464124,0
24-VIC,4867,11385084:11405465:11464957,Cedar Hill via Cook North,44800,11464957,0
24-VIC,4870,11385084:11405465:12153853,Cedar Hill via Cook North,44800,12153853,0
24-VIC,4875,11385084:11405465:12155245,Cedar Hill via Cook North,44800,12155245,0
81-VIC,4487,11549688:11405467:11464752,Saanichton Exch - to 75 Brentwood,44933,11464752,1
54-VIC,4868,11274008:11405477:11459760,Langford Exch via Royal Bay,40306,11459760,0
52-VIC,4743,11528917:11405478:11461386,Colwood Exch via Royal Bay,45222,11461386,0
75-VIC,4487,11549608:11405488:11460694,Saanichton Exch to Route 81,44935,11460694,0
22-VIC,4487,11550566:11405492:11460009,Hillside Ctr via Hastings,19096,11460009,1
28-VIC,4869,11340540:11405494:11461185,Majestic via Shelbourne,26525,11461185,0
28-VIC,4877,11340540:11405494:12154516,Majestic via Shelbourne,26525,12154516,0
14-VIC,4877,11379325:11405495:12155120,Vic General via Craigflower,40195,12155120,1
14-VIC,4869,11379325:11405495:12155309,Vic General via Craigflower,40195,12155309,1
60-VIC,4487,11550897:11405496:11459663,Royal Bay Exch via Lagoon,18644,11459663,1
7-VIC,4868,11358090:11405500:11463010,UVic via Fairfield,43896,11463010,1
11-VIC,4745,11518272:11405507:11461551,UVic via Uplands,45062,11461551,0
39-VIC,4487,11551004:11405511:12153297,to Royal Oak Exch only,18868,12153297,1
49-VIC,4743,11529131:11405515:11464962,Skirt Mountain via Florence Lake,45303,11464962,0
31-VIC,4743,11527953:11405521:11461896,Royal Oak Exch via Glanford,18743,11461896,0
52-VIC,4744,11223252:11405522:11460140,Colwood Exch via Royal Bay/RRU,44999,11460140,0
52-VIC,4858,11223252:11405522:11461416,Colwood Exch via Royal Bay/RRU,44999,11461416,0
52-VIC,4867,11223252:11405522:11463269,Colwood Exch via Royal Bay/RRU,44999,11463269,0
95-VIC,4868,11374176:11405525:11460047,Blink - to Langford,18836,11460047,1
95-VIC,4876,11374176:11405525:12154329,Blink - to Langford,18836,12154329,1
4-VIC,4487,11549423:11405526:11460732,Downtown via Hillside,26927,11460732,1
22-VIC,4858,11303678:11405529:11460493,Vic General via Hastings,36320,11460493,0
22-VIC,4867,11303678:11405529:11463259,Vic General via Hastings,36320,11463259,0
22-VIC,4744,11303678:11405529:11464698,Vic General via Hastings,36320,11464698,0
22-VIC,4875,11303678:11405529:12153568,Vic General via Hastings,36320,12153568,0
22-VIC,4870,11303678:11405529:12154006,Vic General via Hastings,36320,12154006,0
26-VIC,4867,11281676:11405536:11463544,UVic via Tillicum/McKenzie,31720,11463544,0
26-VIC,4875,11281676:11405536:12153347,UVic via Tillicum/McKenzie,31720,12153347,0
28-VIC,4487,11549835:11405543:11461055,Downtown via Shelbourne,44965,11461055,1
