route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
75-VIC,4745,11518326:11412382:11465007,Saanichton Exch only,45001,11465007,0
95-VIC,4745,11555355:11412384:11461786,Blink - to Langford,18836,11461786,1
59-VIC,4745,11519187:11412388:11462082,Langford Exch via Triangle Mtn,19545,11462082,0
7-VIC,4743,11529501:11412390:12154184,Downtown - to 21 Interurban,43910,12154184,0
6-VIC,4743,11528390:11412396:11459740,Royal Oak Exch via Royal Oak Ctr,18715,11459740,0
7N-VIC,4487,11551199:11412403:11461810,Downtown - to 21 Interurban,21550,11461810,0
88-VIC,4487,11550967:11412405:11464468,Airport - via Industrial,45413,11464468,1
11-VIC,4868,11278120:11412409:11463987,Tillicum Ctr via Gorge,44802,11463987,1
11-VIC,4876,11278120:11412409:12153285,Tillicum Ctr via Gorge,44802,12153285,1
28-VIC,4868,11340299:11412411:11461861,Majestic via Shelbourne,26525,11461861,0
28-VIC,4876,11340299:11412411:12154727,Majestic via Shelbourne,26525,12154727,0
14-VIC,4867,11375283:11412413:11462229,to Downtown only,40008,11462229,1
14-VIC,4744,11375283:11412413:11462906,to Downtown only,40008,11462906,1
14-VIC,4858,11375283:11412413:11463568,to Downtown only,40008,11463568,1
14-VIC,4875,11375283:11412413:12153906,to Downtown only,40008,12153906,1
14-VIC,4870,11375283:11412413:12154524,to Downtown only,40008,12154524,1
22-VIC,4487,11550652:11412418:11462556,Vic General via Hastings,36320,11462556,0
39-VIC,4867,11369511:11412430:11459801,Interurban via Royal Oak,45024,11459801,1
39-VIC,4744,11369511:11412430:11460345,Interurban via Royal Oak,45024,11460345,1
39-VIC,4858,11369511:11412430:11465087,Interurban via Royal Oak,45024,11465087,1
39-VIC,4875,11369511:11412430:12153364,Interurban via Royal Oak,45024,12153364,1
39-VIC,4870,11369511:11412430:12154388,Interurban via Royal Oak,45024,12154388,1
27-VIC,4868,11340362:11412434:11463991,Gordon Head via Shelbourne,26178,11463991,0
27-VIC,4876,11340362:11412434:12155181,Gordon Head via Shelbourne,26178,12155181,0
70-VIC,4743,11527280:11412438:11462724,Swartz Bay Ferry via Hwy 17,45315,11462724,0
95-VIC,4868,11374185:11412449:11462759,Blink - to Langford,18836,11462759,1
95-VIC,4876,11374185:11412449:12153318,Blink - to Langford,18836,12153318,1
22-VIC,4745,11519623:11412451:11462917,Downtown via Hastings - to 7 UVic,45139,11462917,1
28-VIC,4487,11549832:11412452:11463181,Majestic via Shelbourne,26525,11463181,0
53-VIC,4487,11550784:11412453:11461303,Langford Exch via Atkins,40100,11461303,1
14-VIC,4745,11518845:11412455:11462898,Vic General via Craigflower,40195,11462898,1
26-VIC,4745,11519034:11412461:11464146,UVic via Tillicum/McKenzie,31720,11464146,0
57-VIC,4487,11550838:11412468:11459663,Langford Exch via McCallum,40271,11459663,1
4-VIC,4869,11276254:11412475:11460565,UVic via Hillside,18645,11460565,0
4-VIC,4877,11276254:11412475:12154178,UVic via Hillside,18645,12154178,0
48-VIC,4858,11303570:11412477:11460480,Happy Valley via Colwood,45180,11460480,1
48-VIC,4744,11303570:11412477:11460803,Happy Valley via Colwood,45180,11460803,1
48-VIC,4867,11303570:11412477:11464952,Happy Valley via Colwood,45180,11464952,1
48-VIC,4875,11303570:11412477:12154790,Happy Valley via Colwood,45180,12154790,1
48-VIC,4870,11303570:11412477:12154867,Happy Valley via Colwood,45180,12154867,1
27-VIC,4868,11340308:11412478:11463321,Gordon Head via Shelbourne,26178,11463321,0
27-VIC,4876,11340308:11412478:12154986,Gordon Head via Shelbourne,26178,12154986,0
72-VIC,4743,11527339:11412492:11465093,Downtown via Saanichton,44805,11465093,1
30-VIC,4869,11304367:11412495:11464046,Downtown via Carey,18838,11464046,1
30-VIC,4877,11304367:11412495:12153983,Downtown via Carey,18838,12153983,1
15-VIC,4745,11518748:11412496:11465096,UVic - Fort/Foul Bay Express,19054,11465096,0
8-VIC,4867,11359287:11412507:11460697,Oak Bay via Finlayson,45011,11460697,0
8-VIC,4744,11359287:11412507:11460899,Oak Bay via Finlayson,45011,11460899,0
8-VIC,4858,11359287:11412507:11463001,Oak Bay via Finlayson,45011,11463001,0
8-VIC,4875,11359287:11412507:12153577,Oak Bay via Finlayson,45011,12153577,0
8-VIC,4870,11359287:11412507:12154291,Oak Bay via Finlayson,45011,12154291,0
70-VIC,4868,11302341:11412515:11461252,Swartz Bay Ferry via Hwy 17,45315,11461252,0
70-VIC,4876,11302341:11412515:12155028,Swartz Bay Ferry via Hwy 17,45315,12155028,0
30-VIC,4743,11528007:11412519:11459740,Downtown via Carey,18838,11459740,1
12-VIC,4867,11369413:11412522:11461574,University Hgts via Kenmore,18817,11461574,1
12-VIC,4744,11369413:11412522:11463997,University Hgts via Kenmore,18817,11463997,1
12-VIC,4858,11369413:11412522:11464238,University Hgts via Kenmore,18817,11464238,1
12-VIC,4870,11369413:11412522:12154491,University Hgts via Kenmore,18817,12154491,1
12-VIC,4875,11369413:11412522:12155349,University Hgts via Kenmore,18817,12155349,1
6A-VIC,4745,11518104:11412526:11459798,Royal Oak Exch via Emily Carr,21583,11459798,0
15-VIC,4745,11518708:11412527:11459971,Esquimalt - Fort/Yates Express,23403,11459971,1
11-VIC,4743,11527827:11412534:11461609,Tillicum Ctr via Gorge,44802,11461609,1
95-VIC,4743,11527368:11412535:11465032,Blink - to Langford,18836,11465032,1
14-VIC,4487,11550290:11412537:11464815,UVic via Richmond,26515,11464815,0
52-VIC,4869,11274451:11412544:11460878,Bear Mountain via Millstream,40065,11460878,1
6B-VIC,4744,11303242:11412554:11461206,Royal Oak Exch via Chatterton,21740,11461206,0
6B-VIC,4867,11303242:11412554:11461723,Royal Oak Exch via Chatterton,21740,11461723,0
6B-VIC,4858,11303242:11412554:11461755,Royal Oak Exch via Chatterton,21740,11461755,0
6B-VIC,4875,11303242:11412554:12153380,Royal Oak Exch via Chatterton,21740,12153380,0
6B-VIC,4870,11303242:11412554:12155334,Royal Oak Exch via Chatterton,21740,12155334,0
39-VIC,4745,11519531:11412555:12154977,to Royal Oak Exch only,18868,12154977,1
6-VIC,4745,11518021:11412560:11462942,Downtown via Royal Oak Ctr,18962,11462942,1
72-VIC,4869,11302545:11412564:11461578,Downtown via Saanichton,44805,11461578,1
72-VIC,4877,11302545:11412564:12155378,Downtown via Saanichton,44805,12155378,1
2-VIC,4745,11518004:11412565:11463533,James Bay - Fisherman's Wharf,36544,11463533,1
4-VIC,4868,11277545:11412568:11460781,UVic via Hillside,18645,11460781,0
4-VIC,4876,11277545:11412568:12155162,UVic via Hillside,18645,12155162,0
7-VIC,4487,11551006:11412570:11463805,Downtown - to 21 Interurban,43910,11463805,0
88-VIC,4487,11550936:11412571:12153278,Sidney - via Industrial,44822,12153278,0
6-VIC,4487,11550049:11412579:11460247,Royal Oak Exch via Royal Oak Ctr,18715,11460247,0
2-VIC,4869,11275911:11412581:11463188,South Oak Bay,23427,11463188,0
2-VIC,4877,11275911:11412581:12153376,South Oak Bay,23427,12153376,0
15-VIC,4869,11379100:11412583:12153643,Esquimalt - Fort/Yates Express,23403,12153643,1
15-VIC,4877,11379100:11412583:12154214,Esquimalt - Fort/Yates Express,23403,12154214,1
28-VIC,4744,11374146:11412597:11462822,Downtown via Shelbourne,44965,11462822,1
28-VIC,4867,11374146:11412597:11463544,Downtown via Shelbourne,44965,11463544,1
28-VIC,4858,11374146:11412597:11464099,Downtown via Shelbourne,44965,11464099,1
28-VIC,4875,11374146:11412597:12153347,Downtown via Shelbourne,44965,12153347,1
28-VIC,4870,11374146:11412597:12153607,Downtown via Shelbourne,44965,12153607,1
2-VIC,4857,11353274:11412598:11464226,James Bay - Fisherman's Wharf,36544,11464226,1
2-VIC,4867,11353274:11412598:12153738,James Bay - Fisherman's Wharf,36544,12153738,1
2-VIC,4870,11353274:11412598:12154005,James Bay - Fisherman's Wharf,36544,12154005,1
2-VIC,4863,11353274:11412598:12154055,James Bay - Fisherman's Wharf,36544,12154055,1
2-VIC,4875,11353274:11412598:12154103,James Bay - Fisherman's Wharf,36544,12154103,1
2-VIC,4744,11353274:11412598:12154792,James Bay - Fisherman's Wharf,36544,12154792,1
81-VIC,4743,11527949:11412599:11464959,Swartz Bay Ferry via Lochside,44906,11464959,0
4-VIC,4487,11549357:11412601:11459782,Downtown via Hillside,26927,11459782,1
46-VIC,4867,11243512:11412606:11459541,Westhills Exch,40385,11459541,1
46-VIC,4858,11243512:11412606:11461560,Westhills Exch,40385,11461560,1
46-VIC,4744,11243512:11412606:11461984,Westhills Exch,40385,11461984,1
95-VIC,4487,11549103:11412610:11461219,Blink - to Langford,18836,11461219,1
11-VIC,4487,11549498:11412611:11463100,Tillicum Ctr via Gorge,44802,11463100,1
22-VIC,4745,11519464:11412612:11462825,Vic General via Hastings,36320,11462825,0
22-VIC,4745,11519583:11412616:12154375,Vic General via Hastings,36320,12154375,0
27-VIC,4745,11518584:11412618:11463374,Downtown via Shelbourne,45299,11463374,1
24-VIC,4869,11349390:11412619:11463386,Tillicum Ctr via Colville,21694,11463386,1
24-VIC,4877,11349390:11412619:12153739,Tillicum Ctr via Colville,21694,12153739,1
72-VIC,4868,11302354:11412631:11463087,Swartz Bay Ferry via Saanichton,45063,11463087,0
72-VIC,4876,11302354:11412631:12154272,Swartz Bay Ferry via Saanichton,45063,12154272,0
72-VIC,4743,11527299:11412632:11459750,Swartz Bay Ferry via Saanichton,45063,11459750,0
14-VIC,4868,11378882:11412635:11465066,UVic via Richmond,26515,11465066,0
14-VIC,4876,11378882:11412635:12153837,UVic via Richmond,26515,12153837,0
75-VIC,4868,11303854:11412637:11463934,Saanichton Exch only,45001,11463934,0
75-VIC,4876,11303854:11412637:12154331,Saanichton Exch only,45001,12154331,0
30-VIC,4743,11528028:11412638:11459918,Downtown via Carey,18838,11459918,1
2-VIC,4743,11527648:11412640:12154210,James Bay - Fisherman's Wharf,36544,12154210,1
14-VIC,4743,11528532:11412647:11464559,UVic via Richmond,26515,11464559,0
22-VIC,4745,11519570:11412648:11460952,Hillside Ctr via Hastings,19096,11460952,1
59-VIC,4868,11274137:11412652:11459575,Langford Exch via Triangle Mtn,19545,11459575,0
63-VIC,4744,11243473:11412658:11460922,Otter Point,19289,11460922,1
63-VIC,4858,11243473:11412658:11462214,Otter Point,19289,11462214,1
63-VIC,4867,11243473:11412658:11462718,Otter Point,19289,11462718,1
26-VIC,4869,11382782:11412675:11460902,Dockyard via McKenzie/Tillicum,40061,11460902,1
26-VIC,4877,11382782:11412675:12155203,Dockyard via McKenzie/Tillicum,40061,12155203,1
70X-VIC,4744,11283993:11412677:11463944,Express to Gorge only,44843,11463944,1
70X-VIC,4867,11283993:11412677:11464275,Express to Gorge only,44843,11464275,1
70X-VIC,4858,11283993:11412677:11464768,Express to Gorge only,44843,11464768,1
70X-VIC,4870,11283993:11412677:12153790,Express to Gorge only,44843,12153790,1
70X-VIC,4875,11283993:11412677:12154746,Express to Gorge only,44843,12154746,1
15-VIC,4868,11378962:11412679:11464969,UVic - Fort/Foul Bay Express,19054,11464969,0
15-VIC,4876,11378962:11412679:12154115,UVic - Fort/Foul Bay Express,19054,12154115,0
27-VIC,4745,11518546:11412683:11463310,Gordon Head via Shelbourne,26178,11463310,0
8-VIC,4869,11340702:11412688:11463067,Tillicum Ctr via Finlayson,45375,11463067,1
8-VIC,4877,11340702:11412688:12154811,Tillicum Ctr via Finlayson,45375,12154811,1
60-VIC,4743,11529285:11412689:11463354,Langford Exch via Lagoon,19362,11463354,0
7-VIC,4745,11519457:11412691:12154375,UVic via Fairfield,43896,12154375,1
28-VIC,4743,11528200:11412694:11461327,Downtown via Shelbourne,44965,11461327,1
52-VIC,4745,11519167:11412696:11463059,Bear Mountain via Millstream,40065,11463059,1
83-VIC,4868,11304212:11412698:11460768,Royal Oak Exch via West Saanich,44986,11460768,1
95-VIC,4745,11555383:11412700:11464591,Blink - to Langford,18836,11464591,1
6-VIC,4745,11518074:11412706:11460095,Downtown via Royal Oak Ctr,18962,11460095,1
15-VIC,4743,11528750:11412715:11461268,UVic - Fort/Foul Bay Express,19054,11461268,0
51X-VIC,4744,11367017:11412723:11459751,Westhills Exch - McKenzie Express,45087,11459751,1
51X-VIC,4867,11367017:11412723:11461086,Westhills Exch - McKenzie Express,45087,11461086,1
51X-VIC,4858,11367017:11412723:11461882,Westhills Exch - McKenzie Express,45087,11461882,1
51X-VIC,4875,11367017:11412723:12155321,Westhills Exch - McKenzie Express,45087,12155321,1
51X-VIC,4870,11367017:11412723:12155368,Westhills Exch - McKenzie Express,45087,12155368,1
95-VIC,4745,11555397:11412725:11463916,Blink - to Downtown,18717,11463916,0
39-VIC,4743,11529466:11412733:12155142,UVic via Royal Oak,45058,12155142,0
4-VIC,4744,11281395:11412734:11461684,Downtown via Hillside,26927,11461684,1
4-VIC,4867,11281395:11412734:11463990,Downtown via Hillside,26927,11463990,1
4-VIC,4858,11281395:11412734:11464790,Downtown via Hillside,26927,11464790,1
4-VIC,4870,11281395:11412734:12153771,Downtown via Hillside,26927,12153771,1
4-VIC,4875,11281395:11412734:12154453,Downtown via Hillside,26927,12154453,1
75-VIC,4744,11302739:11412738:11460886,Downtown - Keating Industrial,45262,11460886,1
75-VIC,4858,11302739:11412738:11460935,Downtown - Keating Industrial,45262,11460935,1
75-VIC,4867,11302739:11412738:11461795,Downtown - Keating Industrial,45262,11461795,1
75-VIC,4870,11302739:11412738:12154598,Downtown - Keating Industrial,45262,12154598,1
75-VIC,4875,11302739:11412738:12155122,Downtown - Keating Industrial,45262,12155122,1
51X-VIC,4744,11366980:11412741:11459530,Westhills Exch - McKenzie Express,45087,11459530,1
51X-VIC,4858,11366980:11412741:11461986,Westhills Exch - McKenzie Express,45087,11461986,1
51X-VIC,4867,11366980:11412741:11463161,Westhills Exch - McKenzie Express,45087,11463161,1
51X-VIC,4875,11366980:11412741:12153275,Westhills Exch - McKenzie Express,45087,12153275,1
51X-VIC,4870,11366980:11412741:12154164,Westhills Exch - McKenzie Express,45087,12154164,1
81-VIC,4867,11302694:11412742:11460136,Swartz Bay Ferry via Lochside,44906,11460136,0
81-VIC,4744,11302694:11412742:11460813,Swartz Bay Ferry via Lochside,44906,11460813,0
81-VIC,4858,11302694:11412742:11460824,Swartz Bay Ferry via Lochside,44906,11460824,0
81-VIC,4870,11302694:11412742:12154818,Swartz Bay Ferry via Lochside,44906,12154818,0
81-VIC,4875,11302694:11412742:12155067,Swartz Bay Ferry via Lochside,44906,12155067,0
26-VIC,4868,11381135:11412744:11464969,Dockyard via McKenzie/Tillicum,40061,11464969,1
26-VIC,4876,11381135:11412744:12154115,Dockyard via McKenzie/Tillicum,40061,12154115,1
11-VIC,4868,11278180:11412745:11462743,Tillicum Ctr via Gorge,44802,11462743,1
11-VIC,4876,11278180:11412745:12154604,Tillicum Ctr via Gorge,44802,12154604,1
15-VIC,4869,11379217:11412750:11461721,UVic - Fort/Foul Bay Express,19054,11461721,0
15-VIC,4877,11379217:11412750:12155225,UVic - Fort/Foul Bay Express,19054,12155225,0
2-VIC,4867,11353332:11412751:11460697,James Bay - Fisherman's Wharf,36544,11460697,1
2-VIC,4744,11353332:11412751:11460899,James Bay - Fisherman's Wharf,36544,11460899,1
2-VIC,4858,11353332:11412751:11463001,James Bay - Fisherman's Wharf,36544,11463001,1
2-VIC,4875,11353332:11412751:12153577,James Bay - Fisherman's Wharf,36544,12153577,1
2-VIC,4870,11353332:11412751:12154291,James Bay - Fisherman's Wharf,36544,12154291,1
27-VIC,4745,11518490:11412753:11461168,Gordon Head via Shelbourne,26178,11461168,0
7-VIC,4868,11358145:11412756:11463597,Downtown - to 21 Interurban,43910,11463597,0
70-VIC,4869,11302468:11412758:11462335,Swartz Bay Ferry via Hwy 17,45315,11462335,0
70-VIC,4877,11302468:11412758:12153613,Swartz Bay Ferry via Hwy 17,45315,12153613,0
88-VIC,4868,11304201:11412760:11462905,Sidney - via Industrial,44822,11462905,0
55-VIC,4744,11243504:11412762:11461036,William Head via Happy Valley,44818,11461036,1
55-VIC,4867,11243504:11412762:11463935,William Head via Happy Valley,44818,11463935,1
55-VIC,4858,11243504:11412762:11464690,William Head via Happy Valley,44818,11464690,1
21-VIC,4869,11358625:11412764:11459515,Downtown - to 7 UVic,23385,11459515,1
21-VIC,4744,11305164:11412765:11461494,Interurban to VI Tech Park,18452,11461494,0
21-VIC,4858,11305164:11412765:11464628,Interurban to VI Tech Park,18452,11464628,0
21-VIC,4867,11305164:11412765:11464758,Interurban to VI Tech Park,18452,11464758,0
21-VIC,4870,11305164:11412765:12154301,Interurban to VI Tech Park,18452,12154301,0
21-VIC,4875,11305164:11412765:12154899,Interurban to VI Tech Park,18452,12154899,0
25-VIC,4868,11348115:11412767:11460734,Tillicum Ctr via Munro,26113,11460734,1
25-VIC,4876,11348115:11412767:12155405,Tillicum Ctr via Munro,26113,12155405,1
5-VIC,4743,11527629:11412771:12154210,James Bay - Fisherman's Wharf,36285,12154210,1
28-VIC,4745,11518585:11412780:11462799,Downtown via Shelbourne,45035,11462799,1
15-VIC,4858,11281548:11412784:11459661,UVic - Fort/Foul Bay Express,19054,11459661,0
15-VIC,4867,11281548:11412784:11459996,UVic - Fort/Foul Bay Express,19054,11459996,0
15-VIC,4744,11281548:11412784:11464417,UVic - Fort/Foul Bay Express,19054,11464417,0
15-VIC,4875,11281548:11412784:12153471,UVic - Fort/Foul Bay Express,19054,12153471,0
15-VIC,4870,11281548:11412784:12154208,UVic - Fort/Foul Bay Express,19054,12154208,0
14-VIC,4744,11375296:11412789:11463431,Vic General via Craigflower,40195,11463431,1
14-VIC,4867,11375296:11412789:11463572,Vic General via Craigflower,40195,11463572,1
14-VIC,4858,11375296:11412789:11464345,Vic General via Craigflower,40195,11464345,1
14-VIC,4870,11375296:11412789:12153487,Vic General via Craigflower,40195,12153487,1
14-VIC,4875,11375296:11412789:12154906,Vic General via Craigflower,40195,12154906,1
75-VIC,4868,11303913:11412794:11459881,Saanichton Exch only,45001,11459881,0
75-VIC,4876,11303913:11412794:12155089,Saanichton Exch only,45001,12155089,0
3-VIC,4487,11550699:11412795:11462738,James Bay via Linden,21650,11462738,0
6-VIC,4743,11528446:11412800:11463589,Royal Oak Exch via Royal Oak Ctr,18715,11463589,0
12-VIC,4869,11358528:11412804:11460763,University Hgts via Kenmore,18817,11460763,1
75-VIC,4743,11527964:11412806:11464959,Saanichton Exch only,45001,11464959,0
15-VIC,4868,11378994:11412819:11463782,Esquimalt - Fort/Yates Express,23403,11463782,1
15-VIC,4876,11378994:11412819:12154429,Esquimalt - Fort/Yates Express,23403,12154429,1
6A-VIC,4743,11528372:11412822:11460297,Downtown via Emily Carr,21741,11460297,1
4-VIC,4858,11281410:11412826:11460853,UVic via Hillside,18645,11460853,0
4-VIC,4867,11281410:11412826:11464378,UVic via Hillside,18645,11464378,0
4-VIC,4744,11281410:11412826:11464394,UVic via Hillside,18645,11464394,0
4-VIC,4870,11281410:11412826:12154189,UVic via Hillside,18645,12154189,0
4-VIC,4875,11281410:11412826:12154927,UVic via Hillside,18645,12154927,0
75-VIC,4867,11302599:11412827:11461257,Saanichton Exch only,44852,11461257,0
75-VIC,4858,11302599:11412827:11463244,Saanichton Exch only,44852,11463244,0
75-VIC,4744,11302599:11412827:11464445,Saanichton Exch only,44852,11464445,0
75-VIC,4870,11302599:11412827:12153415,Saanichton Exch only,44852,12153415,0
75-VIC,4875,11302599:11412827:12155223,Saanichton Exch only,44852,12155223,0
95-VIC,4858,11280197:11412828:11462401,Blink - to Downtown,18717,11462401,0
95-VIC,4744,11280197:11412828:11463989,Blink - to Downtown,18717,11463989,0
95-VIC,4867,11280197:11412828:11464048,Blink - to Downtown,18717,11464048,0
95-VIC,4870,11280197:11412828:12154111,Blink - to Downtown,18717,12154111,0
95-VIC,4875,11280197:11412828:12154750,Blink - to Downtown,18717,12154750,0
4-VIC,4744,11281423:11412831:11459538,Downtown via Hillside,26927,11459538,1
4-VIC,4858,11281423:11412831:11462949,Downtown via Hillside,26927,11462949,1
4-VIC,4867,11281423:11412831:11463957,Downtown via Hillside,26927,11463957,1
4-VIC,4870,11281423:11412831:12154093,Downtown via Hillside,26927,12154093,1
4-VIC,4875,11281423:11412831:12154126,Downtown via Hillside,26927,12154126,1
95-VIC,4745,11555477:11412837:11460747,Blink - to Downtown,18717,11460747,0
22-VIC,4745,11519590:11412841:11459802,Vic General via Hastings,36320,11459802,0
57-VIC,4743,11529202:11412842:11463354,Langford Exch via McCallum,40271,11463354,1
95-VIC,4487,11549042:11412844:11461194,Blink - to Langford,18836,11461194,1
4-VIC,4858,11281401:11412846:11460853,Downtown via Hillside,26927,11460853,1
4-VIC,4867,11281401:11412846:11464378,Downtown via Hillside,26927,11464378,1
4-VIC,4744,11281401:11412846:11464394,Downtown via Hillside,26927,11464394,1
4-VIC,4870,11281401:11412846:12154189,Downtown via Hillside,26927,12154189,1
4-VIC,4875,11281401:11412846:12154927,Downtown via Hillside,26927,12154927,1
9-VIC,4744,11281424:11412848:11461995,to Jutland only via Hillside/Gorge,39919,11461995,1
9-VIC,4858,11281424:11412848:11462388,to Jutland only via Hillside/Gorge,39919,11462388,1
9-VIC,4867,11281424:11412848:11462599,to Jutland only via Hillside/Gorge,39919,11462599,1
9-VIC,4870,11281424:11412848:12153423,to Jutland only via Hillside/Gorge,39919,12153423,1
9-VIC,4875,11281424:11412848:12154626,to Jutland only via Hillside/Gorge,39919,12154626,1
7-VIC,4745,11519564:11412853:12154068,UVic via Fairfield,43896,12154068,1
2-VIC,4743,11527668:11412859:11460121,South Oak Bay,23427,11460121,0
15-VIC,4743,11528572:11412860:11463608,UVic - Fort/Foul Bay Express,19054,11463608,0
26-VIC,4744,11281620:11412862:11463280,UVic via Tillicum/McKenzie,31720,11463280,0
26-VIC,4858,11281620:11412862:11464032,UVic via Tillicum/McKenzie,31720,11464032,0
26-VIC,4867,11281620:11412862:11465043,UVic via Tillicum/McKenzie,31720,11465043,0
26-VIC,4875,11281620:11412862:12154337,UVic via Tillicum/McKenzie,31720,12154337,0
26-VIC,4870,11281620:11412862:12155190,UVic via Tillicum/McKenzie,31720,12155190,0
21-VIC,4743,11529437:11412863:11464546,Interurban to Viaduct Loop,23520,11464546,0
4-VIC,4745,11518162:11412869:11460838,UVic via Hillside,18645,11460838,0
4-VIC,4745,11518153:11412872:11462369,UVic via Hillside,18645,11462369,0
75-VIC,4868,11303865:11412891:11464808,Saanichton Exch to Route 81,44935,11464808,0
75-VIC,4876,11303865:11412891:12154845,Saanichton Exch to Route 81,44935,12154845,0
60-VIC,4869,11274685:11412893:11462404,Royal Bay Exch via Lagoon,18644,11462404,1
27-VIC,4869,11340597:11412894:11464824,Downtown via Shelbourne,45299,11464824,1
27-VIC,4877,11340597:11412894:12155273,Downtown via Shelbourne,45299,12155273,1
25-VIC,4487,11550159:11412897:11464540,Maplewood via Cook North,44786,11464540,0
26-VIC,4867,11281667:11412898:11463447,UVic via Tillicum/McKenzie,31720,11463447,0
26-VIC,4858,11281667:11412898:11463562,UVic via Tillicum/McKenzie,31720,11463562,0
26-VIC,4744,11281667:11412898:11463888,UVic via Tillicum/McKenzie,31720,11463888,0
26-VIC,4870,11281667:11412898:12153640,UVic via Tillicum/McKenzie,31720,12153640,0
26-VIC,4875,11281667:11412898:12154873,UVic via Tillicum/McKenzie,31720,12154873,0
60-VIC,4743,11529269:11412900:11464962,Royal Bay Exch via Lagoon,18644,11464962,1
95-VIC,4743,11527401:11412904:11464187,Blink - to Langford,18836,11464187,1
83-VIC,4743,11529320:11412912:11464137,Sidney via West Saanich,45025,11464137,0
26-VIC,4869,11382802:11412916:11462524,Dockyard via McKenzie/Tillicum,40061,11462524,1
26-VIC,4877,11382802:11412916:12154029,Dockyard via McKenzie/Tillicum,40061,12154029,1
15-VIC,4745,11518724:11412922:11462642,Esquimalt - Fort/Yates Express,23403,11462642,1
8-VIC,4868,11340736:11412923:11460515,Oak Bay via Finlayson,45259,11460515,0
8-VIC,4876,11340736:11412923:12155428,Oak Bay via Finlayson,45259,12155428,0
27-VIC,4487,11549917:11412924:11463181,Downtown via Shelbourne,45299,11463181,1
4-VIC,4858,11281338:11412926:11459524,Downtown via Hillside,26927,11459524,1
4-VIC,4744,11281338:11412926:11461591,Downtown via Hillside,26927,11461591,1
4-VIC,4867,11281338:11412926:11464612,Downtown via Hillside,26927,11464612,1
4-VIC,4875,11281338:11412926:12154237,Downtown via Hillside,26927,12154237,1
4-VIC,4870,11281338:11412926:12154929,Downtown via Hillside,26927,12154929,1
95-VIC,4745,11555364:11412927:11464253,Blink - to Langford,18836,11464253,1
28-VIC,4745,11518571:11412933:11463374,Downtown via Shelbourne,44965,11463374,1
8-VIC,4487,11549949:11412934:11459764,Oak Bay via Finlayson,45259,11459764,0
75-VIC,4867,11302598:11412936:11460476,Saanichton Exch only,44852,11460476,0
75-VIC,4744,11302598:11412936:11461105,Saanichton Exch only,44852,11461105,0
75-VIC,4858,11302598:11412936:11461834,Saanichton Exch only,44852,11461834,0
75-VIC,4875,11302598:11412936:12154204,Saanichton Exch only,44852,12154204,0
75-VIC,4870,11302598:11412936:12154600,Saanichton Exch only,44852,12154600,0
7-VIC,4868,11358280:11412939:12153889,UVic via Fairfield,43896,12153889,1
21-VIC,4487,11551160:11412941:12154492,Downtown - to 7 UVic,23385,12154492,1
11-VIC,4868,11278129:11412947:11464150,Tillicum Ctr via Gorge,44802,11464150,1
11-VIC,4876,11278129:11412947:12155119,Tillicum Ctr via Gorge,44802,12155119,1
5-VIC,4876,11277194:11412951:12153835,James Bay - Fisherman's Wharf,36285,12153835,1
5-VIC,4868,11277194:11412951:12154669,James Bay - Fisherman's Wharf,36285,12154669,1
95-VIC,4868,11374249:11412955:11461196,Blink - to Downtown,18717,11461196,0
95-VIC,4876,11374249:11412955:12154408,Blink - to Downtown,18717,12154408,0
26-VIC,4858,11281630:11412961:11460784,UVic via Tillicum/McKenzie,31720,11460784,0
26-VIC,4744,11281630:11412961:11460949,UVic via Tillicum/McKenzie,31720,11460949,0
26-VIC,4867,11281630:11412961:11465100,UVic via Tillicum/McKenzie,31720,11465100,0
26-VIC,4870,11281630:11412961:12153387,UVic via Tillicum/McKenzie,31720,12153387,0
26-VIC,4875,11281630:11412961:12153663,UVic via Tillicum/McKenzie,31720,12153663,0
21-VIC,4858,11305253:11412967:11460784,Downtown - to 7 UVic,23429,11460784,1
21-VIC,4744,11305253:11412967:11460949,Downtown - to 7 UVic,23429,11460949,1
21-VIC,4867,11305253:11412967:11465100,Downtown - to 7 UVic,23429,11465100,1
21-VIC,4870,11305253:11412967:12153387,Downtown - to 7 UVic,23429,12153387,1
21-VIC,4875,11305253:11412967:12153663,Downtown - to 7 UVic,23429,12153663,1
47-VIC,4857,11303565:11412969:11461803,Downtown via Thetis Heights,44989,11461803,0
47-VIC,4863,11303565:11412969:12153481,Downtown via Thetis Heights,44989,12153481,0
47-VIC,4867,11303565:11412969:12154047,Downtown via Thetis Heights,44989,12154047,0
47-VIC,4744,11303565:11412969:12154121,Downtown via Thetis Heights,44989,12154121,0
47-VIC,4870,11303565:11412969:12154457,Downtown via Thetis Heights,44989,12154457,0
47-VIC,4875,11303565:11412969:12154935,Downtown via Thetis Heights,44989,12154935,0
27-VIC,4487,11549840:11412973:11461055,Downtown via Shelbourne,45299,11461055,1
5-VIC,4876,11277185:11412974:12154076,James Bay - Fisherman's Wharf,36285,12154076,1
5-VIC,4868,11277185:11412974:12155016,James Bay - Fisherman's Wharf,36285,12155016,1
30-VIC,4867,11302600:11412981:11460306,Royal Oak Exch via Carey,18634,11460306,0
30-VIC,4744,11302600:11412981:11463239,Royal Oak Exch via Carey,18634,11463239,0
