trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
12337249:14588879:14826825,17:34:00,17:34:00,100406,18,4190,,0,0,0
12337249:14588879:14826825,17:34:00,17:34:00,100382,19,4363,,0,0,0
12337249:14588879:14826825,17:35:00,17:35:00,100317,20,4629,,0,0,1
12337249:14588879:14826825,17:36:00,17:36:00,100248,21,5072,,0,0,0
12337249:14588879:14826825,17:37:00,17:37:00,100209,22,5361,,0,0,0
12337249:14588879:14826825,17:38:00,17:38:00,100169,23,5684,,0,0,0
12337249:14588879:14826825,17:39:00,17:39:00,102644,24,6057,,0,0,0
12337249:14588879:14826825,17:40:00,17:40:00,100129,25,6315,,0,0,0
12337249:14588879:14826825,17:41:00,17:41:00,100084,26,6652,,0,0,0
12337249:14588879:14826825,17:45:00,17:45:00,100034,27,7164,,0,0,1
12337249:14588879:14826825,17:46:00,17:46:00,100019,28,7426,,0,0,0
12337249:14588879:14826825,17:49:00,17:49:00,100954,29,7994,,0,0,0
12337249:14588879:14826825,17:50:00,17:50:00,100046,30,8494,,0,0,0
12337249:14588879:14826825,17:51:00,17:51:00,100078,31,8784,,0,0,1
12337249:14588879:14826825,17:52:00,17:52:00,100065,32,9184,,0,0,0
12337249:14588879:14826825,17:53:00,17:53:00,100054,33,9342,,0,0,0
12337249:14588879:14826825,17:53:00,17:53:00,100049,34,9484,,0,0,0
12337249:14588879:14826825,17:54:00,17:54:00,100031,35,9766,,0,0,0
12337249:14588879:14826825,17:55:00,17:55:00,100013,36,9968,,0,0,0
12337249:14588879:14826825,17:56:00,17:56:00,100008,37,10120,,0,0,0
12337249:14588879:14826825,17:57:00,17:57:00,100905,38,10457,,0,0,0
12337249:14588879:14826825,17:58:00,17:58:00,100946,39,10747,,0,0,0
12337249:14588879:14826825,17:59:00,17:59:00,100086,40,11125,,0,0,0
12337249:14588879:14826825,18:01:00,18:01:00,100110,41,11364,,1,0,1
12340620:14588881:14592281,08:40:00,08:40:00,100698,1,0,,0,0,1
12340620:14588881:14592281,08:40:00,08:40:00,100693,2,252,,0,0,0
12340620:14588881:14592281,08:41:00,08:41:00,100635,3,640,,0,0,0
12340620:14588881:14592281,08:42:00,08:42:00,100594,4,850,,0,0,0
